0, 19291.5
1, 19329.8
2, 19313.5
3, 19306.9
4, 19259.2
5, 19196.1
6, 19126.9
7, 19124.8
8, 19201.1
9, 19196.5
10, 19107.3
11, 19159.7
12, 19165
13, 19170.8
14, 19145.5
15, 19067.5
16, 19136.9
17, 19116.3
18, 19182
19, 19154.7
20, 19127.8
21, 19024.5
22, 19053.1
23, 19095
24, 19036.3
25, 19028.9
26, 19011.6
27, 18909
28, 18818.4
29, 18774.3
30, 18733.3
31, 18695.2
32, 18642.6
33, 18531.5
34, 18479.6
35, 18525.5
36, 18505.5
37, 18506.7
38, 18491.2
39, 18400.4
40, 18366.3
41, 18361.5
42, 18494.2
43, 18511.3
44, 18513.2
45, 18498.2
46, 18584.3
47, 18634.1
48, 18585.2
49, 18488.9
50, 18503.1
51, 18423
52, 18431.3
53, 18385.4
54, 18382.3
55, 18273
56, 18199.3
57, 18213.6
58, 18146.3
59, 18079.6
60, 18122.8
61, 18171.4
62, 18090.2
63, 18142.5
64, 18161.4
65, 18192.3
66, 18183.4
67, 18124.6
68, 18178.3
69, 18196.1
70, 18227.1
71, 18182.7
72, 18224.1
73, 18175.1
74, 18165.9
75, 18226.7
76, 18215.1
77, 18208.9
78, 18265.6
79, 18307
