0, 21348.1
1, 21306.5
2, 21318.1
3, 21344
4, 21345.6
5, 21318.4
6, 21325.9
7, 21340.8
8, 21340.8
9, 21309.7
10, 21354.7
11, 21370.5
12, 21384.4
13, 21392.9
14, 21380.1
15, 21424.1
16, 21460.8
17, 21454.9
18, 21469.9
19, 21487.2
20, 21410.9
21, 21386.8
22, 21386.3
23, 21406.4
24, 21392.8
25, 21403.2
26, 21429
27, 21383.9
28, 21360.2
29, 21357.2
30, 21315.5
31, 21303.9
32, 21254.8
33, 21196
34, 21168.6
35, 21157.5
36, 21128.3
37, 21036.9
38, 20998.1
39, 20967
40, 20955.7
41, 20893.1
42, 20814.9
43, 20798.3
44, 20732.7
45, 20680.1
46, 20600.4
47, 20552.1
48, 20544
49, 20579.8
50, 20599.9
51, 20531.5
52, 20509.9
53, 20515.1
54, 20503.4
55, 20488.4
56, 20519.2
57, 20540.9
58, 20500.3
59, 20470.5
60, 20436.1
61, 20356.8
62, 20296.5
63, 20276.3
64, 20271.1
65, 20219.2
66, 20146.6
67, 20101.1
68, 20060.5
69, 20014.6
70, 20028.4
71, 20022.1
72, 19986.6
73, 19983.5
74, 19948.2
75, 19935.2
76, 19956.9
77, 19971.1
78, 19938.7
79, 19955.1
80, 19962.2
81, 20005.8
82, 20086.2
