0, 17939.3
1, 17945.2
2, 17990.1
3, 17959.3
4, 18007.3
5, 18009
6, 18018.2
7, 18096.9
8, 18016.3
9, 18026.2
10, 18118.4
11, 18013.6
12, 18123.2
13, 18129.7
14, 18189.7
15, 18188.8
16, 18164.9
17, 18117.3
18, 18201.2
19, 18122.3
20, 18049.7
21, 18000.4
22, 17925
23, 18065.8
24, 18079.8
25, 18151.9
26, 18225.3
27, 18251.3
28, 18390.2
29, 18482.4
30, 18580.7
31, 18731.8
32, 18760.3
33, 18828.7
34, 18763.4
35, 18885.2
36, 18845.8
37, 18956
38, 18873.8
39, 18780.6
40, 18893.4
41, 18877.3
42, 18690.1
43, 18719.1
44, 18804
45, 18731.8
46, 18684.9
47, 18716
48, 18803.1
49, 18713.9
50, 18729.1
51, 18668.9
52, 18820
53, 18798.1
54, 18784.3
55, 18742.6
56, 18736.7
57, 18777.6
58, 18817.1
59, 18791.8
60, 18814.7
61, 18767.4
62, 18783.6
63, 18692.2
64, 18716.1
65, 18654.8
66, 18668.9
67, 18686.6
68, 18547.7
69, 18550
